ID,y
1,99.01877
2,118.229614
3,94.95554
4,86.506424
5,106.56613
8,91.338455
10,110.18011
11,93.67983
12,116.49776
14,91.35532
15,114.474625
16,109.2272
17,99.88902
19,97.683556
20,102.52499
21,114.02566
22,117.49085
23,99.88902
26,94.588264
28,94.70642
29,99.88902
33,99.88902
35,95.623436
41,100.31251
42,91.20157
43,118.623825
45,104.217606
46,106.321556
51,94.765564
53,87.12646
55,111.569664
56,94.99393
57,99.78527
58,95.42596
59,107.94008
63,109.3652
64,95.86594
65,108.15677
69,90.42503
71,102.21607
72,103.34751
73,95.198044
76,107.91482
77,103.245636
78,113.70809
82,93.74605
83,108.15677
84,97.537506
85,104.307976
87,109.327965
88,100.31251
89,112.3916
91,97.841965
93,93.140434
94,100.707535
95,92.82206
96,112.225266
97,94.283966
98,111.89435
99,93.26662
101,103.54286
103,112.3916
104,92.31117
105,110.19809
110,100.218346
111,112.61445
113,108.933846
114,90.93101
115,104.86695
117,112.3916
120,94.512184
121,113.82037
122,91.36965
123,109.47924
126,107.84408
132,114.55498
135,106.702515
137,106.29568
138,93.50709
140,95.9008
142,111.20269
144,112.6956
148,91.39575
149,114.47434
155,91.4161
156,111.23502
157,94.283966
162,111.957886
163,95.093315
167,91.14751
172,118.623825
179,105.65816
180,93.525986
181,111.722786
182,95.73508
183,112.3916
185,112.3916
187,111.25109
188,93.59796
189,95.69541
191,92.65468
192,113.65391
193,93.29215
194,109.04379
195,96.404976
196,104.86784
198,100.72791
199,111.13954
201,102.97551
204,93.490204
205,110.861084
206,99.753586
210,92.138405
211,103.54286
216,109.52984
219,116.60903
220,96.05237
221,110.189186
226,111.722786
227,93.20479
228,111.51087
230,110.925125
231,94.283966
235,117.70486
236,92.9877
238,110.61482
242,102.81764
243,97.06923
244,78.74129
245,109.69265
247,115.34465
248,91.07729
249,90.81126
250,112.69631
251,92.9877
253,117.70486
254,91.20389
256,92.603745
257,91.57826
258,112.44103
259,93.256836
262,85.83126
266,91.114204
267,110.401405
272,103.041374
273,112.3916
275,92.807686
276,112.62007
279,93.63299
280,108.15677
283,90.71694
285,111.92984
288,112.3916
289,101.528305
290,101.41091
291,92.61524
292,107.5855
293,114.5644
296,92.936714
297,109.33493
298,113.50248
299,93.815384
304,92.78507
305,86.697556
306,94.30208
307,111.36516
311,114.33554
313,111.52088
314,91.976845
316,108.12336
324,103.88882
327,94.04788
329,94.25585
330,109.37566
337,106.418396
338,103.93885
339,109.47466
340,94.99822
343,92.74393
345,114.90186
346,93.859985
347,111.416214
349,106.336174
350,90.57178
352,110.63549
353,91.26268
354,83.0444
357,92.89294
358,109.74006
362,110.08751
364,112.0345
365,105.19458
366,97.03041
367,108.065796
368,94.74171
370,79.094894
373,95.07352
377,90.73296
378,109.71852
382,107.91482
384,111.51087
390,94.18108
392,111.73207
393,108.193695
395,97.284035
396,106.4388
399,85.89328
406,111.52088
408,111.52088
409,93.902725
410,78.08335
412,108.44418
413,92.263275
419,94.59764
420,107.97291
421,91.955795
430,115.27994
434,92.03909
436,97.53336
437,95.930664
438,91.93884
439,112.73891
440,93.97937
443,108.24566
446,94.13719
448,91.19725
452,93.41497
453,104.68177
457,101.87427
458,94.85266
459,115.712456
460,104.59818
462,105.483315
464,105.49746
465,116.49776
467,114.202866
471,111.281746
472,76.9608
473,100.65832
475,93.63019
480,95.85346
488,111.773605
490,111.36516
491,103.90214
492,78.07307
493,92.62506
497,88.82281
498,112.12029
499,95.66556
500,106.895424
501,95.450195
502,111.34765
506,88.9382
510,107.1802
511,90.32746
512,92.91209
516,95.03226
518,92.32932
519,111.26346
521,88.21197
522,109.648865
526,112.72806
529,105.35129
532,111.74861
533,96.6476
536,114.3809
537,101.87256
539,93.91043
540,104.292244
541,96.88051
543,95.14814
546,113.48152
547,93.02903
548,77.60117
551,92.01015
552,106.61371
556,105.268715
557,93.37901
558,108.065796
559,94.25388
560,105.710846
562,110.603096
566,98.04618
570,112.12029
571,95.930664
572,108.15677
573,93.94716
575,116.49776
576,109.500885
577,89.434265
579,93.29532
580,107.77605
581,115.29138
589,111.36516
591,101.18317
593,96.31409
594,106.27271
595,97.10638
598,93.07477
602,112.209785
604,114.97782
606,107.59335
608,98.00974
609,103.54286
610,94.03868
616,108.63378
617,95.096245
618,101.176605
620,105.4972
622,109.42459
623,92.124
624,146.88367
626,113.40538
628,111.806725
629,93.28587
630,111.08389
637,97.071526
638,106.65805
643,98.91375
645,95.85346
646,119.29028
648,97.29505
652,96.25891
653,95.23453
654,112.12029
656,110.70322
657,95.00681
659,97.75842
660,103.64164
663,90.90584
664,111.17363
666,105.526085
668,111.64864
669,95.88222
671,100.13492
675,94.529785
677,93.67334
678,109.31505
679,105.47824
682,92.815575
685,103.10852
687,98.21249
688,98.14305
693,110.19988
696,97.617485
698,92.63194
701,93.86879
704,100.69742
705,115.8378
709,111.090675
710,93.92632
711,106.67044
712,100.68175
714,110.793945
715,91.051956
716,111.32607
717,94.10128
720,114.75911
721,92.76469
724,101.069
725,93.13544
726,112.17463
728,108.179276
731,93.10237
734,104.22569
738,94.1758
745,111.00682
746,93.45623
751,77.532486
754,92.30782
756,94.25344
758,99.56155
759,103.384636
761,117.78771
766,97.33323
767,116.012375
768,92.08231
769,111.982994
770,95.45553
771,78.93946
772,102.70377
773,91.48317
774,111.67372
776,111.51087
777,100.60132
780,117.76951
782,103.88012
787,102.74758
788,93.91043
792,91.01364
793,105.15532
798,96.32799
800,91.337585
806,111.32607
809,109.96274
811,106.208954
812,97.01924
814,116.08955
816,100.508514
817,94.143326
818,111.476906
820,111.56405
823,95.60221
829,91.76075
830,108.5687
831,91.96816
834,110.32057
839,91.44704
841,78.961044
844,101.70491
845,94.31362
848,92.967125
850,101.99425
851,103.6924
852,94.909035
854,92.26763
855,95.159134
856,102.547066
859,103.73462
861,111.67372
864,92.43395
865,111.80331
866,92.224815
867,90.81375
869,96.50819
871,90.80865
872,111.32607
882,103.11639
883,92.21313
885,96.2415
888,94.53145
893,108.369835
901,108.94994
903,103.57058
904,96.198166
905,104.19393
910,94.765724
911,110.94964
914,114.37543
918,108.19211
921,90.5062
928,95.418274
929,103.00909
932,99.75146
933,104.05384
934,94.765724
935,110.33788
937,80.51943
939,93.815384
940,101.880516
941,99.269005
942,104.18193
943,95.439705
944,101.72124
947,111.32607
949,111.87379
951,105.65708
952,98.86436
953,103.57058
954,82.10951
957,111.71421
959,92.45142
960,113.91212
963,116.08955
965,111.32607
967,105.42908
971,93.39215
972,79.27257
973,93.953926
974,114.110855
975,94.404915
978,118.42235
980,111.03263
981,95.00167
984,114.65575
986,94.765724
988,92.08231
989,109.39094
990,106.25799
992,108.94994
996,96.188354
999,107.53751
1000,93.81147
1001,111.80331
1002,91.99087
1003,111.51087
1004,90.37884
1008,111.0685
1009,98.33935
1010,105.46622
1012,116.90087
1013,90.75323
1014,107.52709
1015,92.85874
1016,115.6844
1019,96.82447
1020,110.71938
1021,94.765724
1022,102.73967
1024,94.765724
1025,82.89543
1027,95.43999
1028,102.31222
1029,94.477585
1030,94.939224
1033,112.9256
1036,98.660835
1037,110.49527
1038,92.593605
1042,93.815384
1043,104.52148
1044,91.834366
1045,110.11126
1047,117.80184
1050,96.03235
1051,109.1354
1054,94.967354
1056,95.00167
1057,93.296425
1059,95.53262
1062,107.31826
1063,104.068016
1064,95.00167
1066,91.00066
1070,102.667854
1076,111.00174
1077,99.29714
1078,111.73631
1080,112.430084
1082,113.51009
1083,93.512054
1089,103.67097
1091,94.53145
1093,92.42418
1097,95.765915
1099,91.40953
1101,94.765724
1103,101.561554
1104,114.266266
1106,107.75294
1109,91.509476
1110,108.1257
1111,99.52098
1112,113.610725
1114,94.33955
1116,95.06219
1117,107.383934
1120,94.404655
1124,112.814064
1125,90.53349
1126,113.386246
1134,110.83592
1137,92.32416
1138,114.18323
1144,110.7646
1145,96.968216
1146,91.482475
1148,94.517075
1150,94.8642
1152,101.70491
1153,97.351234
1154,104.358246
1155,93.82549
1157,99.89165
1162,93.815384
1165,112.17835
1166,96.03102
1167,100.45744
1168,96.88998
1169,103.83089
1171,117.418724
1172,93.06609
1173,103.83089
1174,92.10864
1176,98.49431
1177,107.04306
1178,92.89294
1182,109.019
1186,95.99921
1187,104.925064
1188,91.01528
1189,117.81303
1191,106.69345
1192,94.062675
1197,106.613785
1198,92.93945
1200,79.584045
1201,92.83536
1203,95.71878
1209,116.08955
1214,102.032364
1218,111.79751
1222,91.754005
1226,95.5868
1228,93.867134
1230,93.476776
1232,82.24367
1233,112.38328
1236,116.82852
1238,92.47301
1241,110.7646
1244,105.056114
1246,92.81704
1247,112.906494
1250,110.58657
1251,91.90591
1254,108.24239
1255,94.92711
1256,111.50841
1257,93.559875
1258,99.301956
1259,111.984184
1260,97.137886
1263,111.02223
1267,77.10253
1268,108.49145
1271,93.93743
1272,108.369835
1274,106.95938
1275,93.815384
1276,109.01658
1277,92.89737
1279,91.482475
1281,96.23951
1282,91.01528
1283,114.97923
1285,108.26395
1286,93.15004
1289,111.671265
1296,105.5087
1299,94.97079
1301,95.89963
1306,92.25905
1307,94.235565
1308,89.75446
1313,109.01658
1314,94.71683
1315,108.1257
1316,91.279366
1317,108.15902
1319,91.919014
1323,99.0607
1324,103.162766
1325,94.90439
1328,106.064674
1329,93.607185
1330,111.67372
1331,103.46437
1332,99.605125
1337,99.06956
1338,109.81493
1339,88.744385
1340,108.35396
1343,118.123215
1347,114.914856
1348,95.8258
1349,102.2881
1352,94.626366
1354,96.667305
1359,108.84695
1360,98.90909
1363,108.45272
1364,100.01814
1365,105.84494
1366,98.29383
1372,98.603355
1375,106.71126
1376,94.0967
1378,91.63164
1379,114.452545
1380,95.584496
1381,104.5162
1384,114.7714
1387,96.30693
1388,112.50902
1392,77.869194
1394,105.67418
1395,95.190544
1396,111.00264
1398,95.40068
1399,111.00264
1400,98.90297
1401,93.60622
1403,93.18708
1404,114.28813
1406,111.00264
1407,95.21668
1408,113.35984
1410,77.57282
1412,111.6164
1413,94.49233
1415,95.742165
1420,113.35984
1422,110.36733
1423,104.66984
1424,113.35984
1425,95.62218
1426,77.57282
1427,97.71653
1429,93.77621
1430,112.91052
1431,97.69224
1432,102.056206
1434,112.89243
1437,94.27344
1438,105.79335
1440,107.87038
1441,112.499985
1442,93.2014
1444,107.20041
1445,95.11483
1446,104.76876
1448,91.537254
1453,92.49336
1454,111.6164
1455,95.03366
1456,108.28281
1458,111.6164
1459,94.371254
1461,92.15092
1465,96.30693
1466,107.90411
1469,98.73225
1472,92.49336
1474,99.61328
1477,107.96149
1479,108.32402
1482,97.26139
1483,78.758804
1487,95.131065
1488,111.131744
1490,112.08351
1492,110.34494
1494,122.96374
1496,103.339806
1497,97.16685
1499,94.357956
1502,93.12761
1507,107.8098
1508,94.626366
1509,108.55816
1511,92.88094
1512,105.88337
1513,114.011604
1514,104.510925
1518,113.62818
1519,92.37862
1522,113.99663
1524,80.12765
1527,93.2014
1529,91.49559
1532,102.38244
1536,109.30215
1537,117.08314
1539,103.24255
1542,114.54509
1543,94.0967
1544,105.67332
1545,84.69621
1550,93.532104
1551,110.164856
1554,111.72932
1556,105.848976
1559,93.20554
1560,81.6235
1562,96.68803
1566,92.73947
1567,111.09608
1569,104.52886
1570,114.95154
1571,113.907
1574,94.626366
1578,107.20012
1580,91.18864
1583,108.41169
1584,94.626366
1585,103.21255
1586,96.76219
1587,111.90867
1588,92.84081
1590,113.07029
1592,105.04382
1596,116.038445
1598,114.686035
1599,95.975235
1604,113.29483
1606,102.72971
1607,94.49233
1608,108.48701
1609,115.79917
1611,92.63396
1613,95.083984
1616,97.12736
1619,117.45083
1620,95.33154
1621,111.42777
1622,93.82559
1625,108.59498
1627,115.79917
1629,108.638
1634,90.30023
1636,89.69383
1638,105.141914
1639,95.31776
1641,97.498215
1643,93.79322
1644,104.82821
1645,124.35599
1646,94.44967
1647,112.371635
1648,97.333565
1652,91.18864
1653,112.36592
1656,92.594696
1658,95.975235
1659,107.52811
1661,99.67371
1663,94.49233
1664,108.24688
1665,94.687706
1666,105.848976
1667,105.39517
1668,80.94954
1669,106.65497
1670,96.28519
1672,113.0791
1674,109.12954
1677,111.131744
1678,93.007515
1679,111.31131
1680,91.89294
1683,103.33739
1686,102.13287
1687,110.821915
1689,107.83157
1690,92.40236
1691,116.614235
1692,112.00375
1693,94.626366
1695,95.28044
1696,92.49336
1697,107.46886
1700,105.848976
1701,96.36252
1702,112.89285
1703,96.6579
1704,109.16768
1706,95.17614
1707,114.64662
1708,97.53726
1710,95.57688
1711,102.10128
1713,102.18908
1717,104.131195
1719,107.20012
1720,94.20388
1722,94.30231
1725,104.72136
1726,98.18474
1727,102.130684
1729,111.4642
1730,90.65811
1731,112.82402
1733,105.848976
1734,94.49688
1735,110.36733
1738,95.083984
1742,97.26313
1745,109.12954
1747,97.91007
1749,94.94358
1751,96.195564
1752,76.3457
1753,107.04284
1754,95.10841
1755,95.466736
1756,104.1423
1758,109.365135
1759,94.96065
1760,101.518906
1761,114.2933
1762,94.99434
1763,106.354324
1764,96.97648
1766,94.79047
1768,95.27814
1769,74.00569
1771,107.2774
1772,95.73844
1773,106.66339
1774,97.670135
1775,113.06186
1777,113.387054
1779,94.96065
1780,109.71036
1787,96.6579
1788,93.30113
1790,96.9554
1796,110.434525
1801,91.48325
1803,97.68633
1807,111.01463
1809,107.65408
1812,93.197205
1813,110.75768
1814,91.80225
1815,109.188095
1816,93.90073
1818,94.28915
1820,90.645676
1821,116.63803
1822,99.24566
1825,93.31828
1826,103.06776
1828,95.70296
1831,106.00529
1836,104.9408
1837,93.36788
1841,99.359955
1844,101.09701
1848,92.716064
1851,103.21399
1852,95.594505
1853,93.37355
1854,113.67736
1856,105.37371
1859,107.77266
1860,96.86299
1861,80.201454
1863,103.70583
1865,94.68193
1866,103.623245
1867,95.39106
1868,94.11334
1872,97.18765
1879,94.80611
1880,104.175446
1882,95.86309
1885,103.33739
1887,104.88393
1888,94.38608
1890,105.58594
1894,95.89039
1895,102.37293
1896,97.43595
1897,105.43609
1900,104.51165
1901,93.301025
1902,112.00953
1905,89.773964
1906,113.24554
1912,104.64925
1915,95.835045
1916,102.067
1917,91.667915
1918,101.22298
1920,79.63485
1923,101.35492
1924,107.54675
1925,96.48052
1930,116.10058
1932,111.00264
1933,95.57027
1934,107.36675
1935,92.91639
1940,77.57282
1941,94.950554
1942,112.91866
1943,95.98376
1944,89.703064
1945,109.26465
1948,117.08314
1949,91.888885
1952,94.8294
1954,94.626366
1955,113.898384
1958,93.62679
1959,78.75317
1960,106.354324
1963,99.10167
1965,93.432945
1968,103.83088
1969,100.01814
1971,98.24167
1972,105.78931
1973,92.977936
1975,92.52634
1977,95.37792
1978,93.34806
1979,111.78334
1981,91.780365
1982,111.34303
1987,112.50482
1988,92.73947
1993,100.36891
1997,93.48832
1999,95.231926
2001,95.083984
2002,113.27293
2003,92.01743
2004,78.94836
2006,109.73778
2007,90.24564
2009,101.25117
2010,93.59456
2013,103.273994
2018,76.66528
2022,105.37184
2024,110.43402
2025,95.71243
2026,104.991325
2030,101.86164
2031,95.72459
2032,104.64925
2033,95.30375
2035,92.37546
2036,111.209465
2037,93.09726
2040,96.00149
2043,107.731445
2044,110.11732
2046,98.3625
2054,109.82887
2055,94.561806
2056,109.71036
2059,93.51218
2060,93.301025
2062,92.69281
2063,105.66183
2066,95.89039
2067,113.249405
2072,96.15983
2073,108.38631
